Traffic-scenario,Transformer-capacity,Scenario,Algorithm,proportion_delivered,demands_fully_met,peak_current,demand_charge,energy_cost,total_energy_delivered,total_energy_requested,aggregate_power_total,num_time_steps,tod_1,tod_2,tod_3,tod_4,tod_5,tod_6,tod_7,tod_8,tod_9,tod_10,tod_11,tod_12,tod_13,tod_14,tod_15,tod_16,tod_17,tod_18,tod_19,tod_20,tod_21,tod_22,tod_23,tod_24,tod_25,tod_26,tod_27,tod_28,tod_29,tod_30,tod_31,tod_32,tod_33,tod_34,tod_35,tod_36,tod_37,tod_38,tod_39,tod_40,tod_41,tod_42,tod_43,tod_44,tod_45,tod_46,tod_47,tod_48,tod_49,tod_50,tod_51,tod_52,tod_53,tod_54,tod_55,tod_56,tod_57,tod_58,tod_59,tod_60,tod_61,tod_62,tod_63,tod_64,tod_65,tod_66,tod_67,tod_68,tod_69,tod_70,tod_71,tod_72,tod_73,tod_74,tod_75,tod_76,tod_77,tod_78,tod_79,tod_80,tod_81,tod_82,tod_83,tod_84,tod_85,tod_86,tod_87,tod_88,tod_89,tod_90,tod_91,tod_92,tod_93,tod_94,tod_95,tod_96,tod_97,tod_98,tod_99,tod_100,tod_101,tod_102,tod_103,tod_104,tod_105,tod_106,tod_107,tod_108,tod_109,tod_110,tod_111,tod_112,tod_113,tod_114,tod_115,tod_116,tod_117,tod_118,tod_119,tod_120,tod_121,tod_122,tod_123,tod_124,tod_125,tod_126,tod_127,tod_128,tod_129,tod_130,tod_131,tod_132,tod_133,tod_134,tod_135,tod_136,tod_137,tod_138,tod_139,tod_140,tod_141,tod_142,tod_143,tod_144,tod_145,tod_146,tod_147,tod_148,tod_149,tod_150,tod_151,tod_152,tod_153,tod_154,tod_155,tod_156,tod_157,tod_158,tod_159,tod_160,tod_161,tod_162,tod_163,tod_164,tod_165,tod_166,tod_167,tod_168,tod_169,tod_170,tod_171,tod_172,tod_173,tod_174,tod_175,tod_176,tod_177,tod_178,tod_179,tod_180,tod_181,tod_182,tod_183,tod_184,tod_185,tod_186,tod_187,tod_188,tod_189,tod_190,tod_191,tod_192,tod_193,tod_194,tod_195,tod_196,tod_197,tod_198,tod_199,tod_200,tod_201,tod_202,tod_203,tod_204,tod_205,tod_206,tod_207,tod_208,tod_209,tod_210,tod_211,tod_212,tod_213,tod_214,tod_215,tod_216,tod_217,tod_218,tod_219,tod_220,tod_221,tod_222,tod_223,tod_224,tod_225,tod_226,tod_227,tod_228,tod_229,tod_230,tod_231,tod_232,tod_233,tod_234,tod_235,tod_236,tod_237,tod_238,tod_239,tod_240,tod_241,tod_242,tod_243,tod_244,tod_245,tod_246
1,no-accident,3600,Offline,1,99.76,0.0,5542.88,423.12,247.39,0.0,0.0,0.0,0.0,12.18,4579.12,4590.0,54949.44,240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937.1199999999997,937.1199999999997,937.1199999999997,937.1199999999997,928.0399999999993,911.4399999999993,894.8399999999992,878.2399999999992,870.7199999999997,870.7199999999997,870.7199999999997,870.7199999999997,861.6399999999992,845.0399999999993,828.439999999999,811.8399999999992,795.2399999999992,778.6399999999992,762.0399999999993,745.439999999999,736.3599999999989,736.3599999999989,736.3599999999989,736.3599999999989,736.3599999999989,736.3599999999989,751.3999999999983,786.159999999999,795.2399999999992,795.2399999999992,795.2399999999992,811.8399999999992,837.5199999999996,870.7199999999997,903.9199999999997,920.5199999999996,920.5199999999996,920.5199999999996,920.5199999999996,937.1199999999997,953.7199999999997,970.3199999999997,986.9199999999997,1003.5199999999996,1020.1199999999997,1036.7199999999998,1053.3199999999997,1069.9199999999996,1086.5199999999998,1103.1199999999994,1119.7199999999998,1136.3199999999995,1152.9199999999996,1152.9199999999996,1152.9199999999996,1152.9199999999996,1152.9199999999996,1152.9199999999996,1152.9199999999996,156.91999999999962,0.0,123.71999999999964,107.11999999999964,90.51999999999964,73.91999999999963,57.31999999999964,40.719999999999644,24.119999999999642,7.519999999999641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
