arrival,departure,session_id,station_id,requested_energy,estimated_departure,battery_capacity,battery_current_charge,battery_init_charge,battery_max_power,battery_current_charging_power,energy_delivered
62,158,543404941790,AB-1,30.0,158,60,47.66372307615721,30.0,16.6,7.269557062097651,17.663723076157265
64,160,278369385093,AB-2,30.0,160,60,47.00965859986224,30.0,16.6,6.9994714091467065,17.009658599862288
64,160,424517590749,AB-3,30.0,160,60,47.00965859986226,30.0,16.6,6.999471409146719,17.009658599862323
66,162,844776132319,AB-4,30.0,162,60,46.40067042733612,30.0,16.6,6.748037030462645,16.40067042733617
66,162,4718856190,AB-5,30.0,162,60,46.400670427336124,30.0,16.6,6.74803703046267,16.400670427336177
67,163,121569120783,AB-6,30.0,163,60,46.11116632882552,30.0,16.6,6.628521062405743,16.111166328825526
67,163,670749084726,AB-7,30.0,163,60,46.11116632882552,30.0,16.6,6.628521062405783,16.111166328825522
68,164,825852755105,AB-8,30.0,164,60,45.83045212049533,30.0,16.6,6.512640758624117,15.830452120495352
68,164,136706589684,AB-9,30.0,164,60,45.83045212049525,30.0,16.6,6.512640758624074,15.830452120495268
69,165,575093329427,AB-10,30.0,165,60,45.55820098613083,30.0,16.6,6.4002606729823395,15.558200986130851
69,165,891321954312,AB-11,30.0,165,60,45.558200986130814,30.0,16.6,6.400260672982317,15.558200986130853
69,165,209202122117,AB-12,30.0,165,60,45.55820098613083,30.0,16.6,6.4002606729823395,15.558200986130851
69,165,185328219550,AB-13,30.0,165,60,45.558200986130814,30.0,16.6,6.400260672982317,15.558200986130853
70,166,108376890464,AB-14,30.0,166,60,45.29328738243338,30.0,16.6,6.290914109492376,15.293287382433354
70,166,219697492624,AB-15,30.0,166,60,45.293287382433434,30.0,16.6,6.290914109492498,15.293287382433391
71,167,978623784707,AB-16,30.0,167,60,45.0366017507213,30.0,16.6,6.184970012666679,15.03660175072128
71,167,811683149089,AB-17,30.0,167,60,45.03660175072127,30.0,16.6,6.184970012666672,15.03660175072126
71,167,171941012732,AB-18,30.0,167,60,45.036601750721296,30.0,16.6,6.184970012666672,15.036601750721303
71,167,816224748725,AB-19,30.0,167,60,45.03660175072133,30.0,16.6,6.184970012666693,15.036601750721314
72,168,274073747041,AB-20,30.0,168,60,44.78743223051837,30.0,16.6,6.082132640817696,14.787432230518423
73,169,431704183663,AB-21,30.0,169,60,44.78778001422987,30.0,16.6,6.08217286548805,14.78778001422985
73,169,940029819622,AB-22,30.0,169,60,44.787780014229895,30.0,16.6,6.082172865488007,14.787780014229876
74,170,817649378776,AB-23,30.0,170,60,44.788133520876166,30.0,16.6,6.082213235094085,14.788133520876197
74,170,336111950120,AB-24,30.0,170,60,44.78813352087615,30.0,16.6,6.082213235094011,14.78813352087617
75,171,175410453742,AB-25,30.0,171,60,44.78849176742776,30.0,16.6,6.08225366374049,14.788491767427763
75,171,372832046289,AB-26,30.0,171,60,44.78849176742784,30.0,16.6,6.082253663740597,14.788491767427827
75,171,5688507352,AB-27,30.0,171,60,44.788491767427786,30.0,16.6,6.082253663740508,14.788491767427788
75,171,252426353444,AB-28,30.0,171,60,44.78849176742775,30.0,16.6,6.082253663740553,14.78849176742775
76,172,795662508473,AB-29,30.0,172,60,44.78885731863757,30.0,16.6,6.082294175919396,14.78885731863756
76,172,15254971246,AB-30,30.0,172,60,44.7888573186375,30.0,16.6,6.082294175919359,14.788857318637469
76,172,598843376928,AB-31,30.0,172,60,44.78885731863757,30.0,16.6,6.082294175919396,14.78885731863756
77,173,603804539042,AB-32,30.0,173,60,44.78922710689889,30.0,16.6,6.082334556521649,14.78922710689887
77,173,105147685412,AB-33,30.0,173,60,44.78922710689883,30.0,16.6,6.082334556521649,14.789227106898803
77,173,381943444943,AB-34,30.0,173,60,44.78922710689889,30.0,16.6,6.082334556521649,14.78922710689887
77,173,36476056592,AB-35,30.0,173,60,44.78922710689883,30.0,16.6,6.082334556521649,14.789227106898803
77,173,890411563442,AB-36,30.0,173,60,44.78922710689889,30.0,16.6,6.082334556521649,14.78922710689887
77,173,980920857012,AB-37,30.0,173,60,44.789227106898856,30.0,16.6,6.082334556521665,14.789227106898847
77,173,59941988818,AB-38,30.0,173,60,44.78922710689884,30.0,16.6,6.0823345565217,14.789227106898823
78,174,890545944728,AB-39,30.0,174,60,44.78960671719939,30.0,16.6,6.082374579729011,14.789606717199403
78,174,576901499400,AB-40,30.0,174,60,44.78960671719941,30.0,16.6,6.082374579729044,14.789606717199435
78,174,742479689097,AB-41,30.0,174,60,44.78960671719939,30.0,16.6,6.082374579729011,14.789606717199403
79,175,630183936475,AB-42,30.0,175,60,44.78998770008048,30.0,16.6,6.082414012608027,14.789987700080484
79,175,581842192398,AB-43,30.0,175,60,44.78998770008045,30.0,16.6,6.082414012608024,14.789987700080456
80,176,20439132026,AB-44,30.0,176,60,44.79036731233144,30.0,16.6,6.082452776624918,14.79036731233144
80,176,210026577672,AB-45,30.0,176,60,44.7903673123315,30.0,16.6,6.0824527766249705,14.790367312331485
80,176,544684878178,AB-46,30.0,176,60,44.79036731233144,30.0,16.6,6.082452776624918,14.79036731233144
80,176,769115171105,AB-47,30.0,176,60,44.7903673123315,30.0,16.6,6.0824527766249705,14.790367312331485
81,177,250695229138,AB-48,30.0,177,60,44.79074747823675,30.0,16.6,6.082490507141663,14.79074747823677
81,177,285895690406,AB-49,30.0,177,60,44.79074747823673,30.0,16.6,6.082490507141677,14.790747478236769
81,177,852395087841,AB-50,30.0,177,60,44.79074747823675,30.0,16.6,6.082490507141663,14.79074747823677
82,178,975006493606,AB-51,30.0,178,60,44.791125624566874,30.0,16.6,6.082527107623944,14.791125624566869
82,178,884853293491,AB-52,30.0,178,60,44.791125624566796,30.0,16.6,6.082527107623987,14.791125624566801
82,178,359507843936,AB-53,30.0,178,60,44.791125624566874,30.0,16.6,6.082527107623944,14.791125624566869
82,178,598858945875,AB-54,30.0,178,60,44.791125624566796,30.0,16.6,6.082527107623987,14.791125624566801
83,179,354795611657,AB-55,30.0,179,60,44.79150204430954,30.0,16.6,6.082562184023268,14.791502044309542
84,180,340190215370,AB-56,30.0,180,60,44.791872357224086,30.0,16.6,6.082596197912476,14.79187235722409
84,180,178080989505,AB-57,30.0,180,60,44.79187235722406,30.0,16.6,6.082596197912501,14.791872357224063
84,180,237694208624,AB-58,30.0,180,60,44.791872357224086,30.0,16.6,6.082596197912476,14.79187235722409
84,180,44862282460,AB-59,30.0,180,60,44.79187235722406,30.0,16.6,6.082596197912501,14.791872357224063
84,180,505431429635,AB-60,30.0,180,60,44.791872357224086,30.0,16.6,6.082596197912476,14.79187235722409
85,181,376252454297,AB-61,30.0,181,60,44.79224037521394,30.0,16.6,6.0826280696025306,14.792240375213938
85,181,592805400975,AB-62,30.0,181,60,44.79224037521395,30.0,16.6,6.082628069602578,14.792240375213943
86,182,629941875587,AB-63,30.0,182,60,44.79260233522005,30.0,16.6,6.08265838366889,14.792602335220064
86,182,142600314446,AB-64,30.0,182,60,44.79260233522004,30.0,16.6,6.082658383668871,14.79260233522004
86,182,933841299466,AB-65,30.0,182,60,44.79260233522,30.0,16.6,6.082658383668903,14.792602335220037
86,182,946379880809,AB-66,30.0,182,60,44.79260233522009,30.0,16.6,6.082658383668916,14.792602335220105
87,183,602296657730,AB-67,30.0,183,60,44.79295964663166,30.0,16.6,6.0826864006315065,14.79295964663164
87,183,387766280326,AB-68,30.0,183,60,44.792959646631886,30.0,16.6,6.082686400631576,14.792959646631868
87,183,363188004109,AB-69,30.0,183,60,44.79295964663179,30.0,16.6,6.082686400631599,14.792959646631797
87,183,204345276868,AB-70,30.0,183,60,44.79295964663177,30.0,16.6,6.082686400631635,14.792959646631758
87,183,276765061396,AB-71,30.0,183,60,44.792959646631765,30.0,16.6,6.082686400631566,14.792959646631756
87,183,246535881203,AB-72,30.0,183,60,44.79295964663179,30.0,16.6,6.0826864006315375,14.792959646631761
