arrival,departure,session_id,station_id,requested_energy,estimated_departure,battery_capacity,battery_current_charge,battery_init_charge,battery_max_power,battery_current_charging_power,energy_delivered
62,158,543404941790,AB-1,30.0,158,60,30.000001549594035,30.0,16.6,1.690466240221053e-06,1.5495940535359653e-06
64,160,278369385093,AB-2,30.0,160,60,30.00000122254437,30.0,16.6,1.630059176238644e-06,1.2225443821789825e-06
64,160,424517590749,AB-3,30.0,160,60,30.00000122254437,30.0,16.6,1.6300591761511598e-06,1.2225443821133699e-06
66,162,844776132319,AB-4,30.0,162,60,30.000000892258633,30.0,16.6,1.5295862493395062e-06,8.92258645448045e-07
66,162,4718856190,AB-5,30.0,162,60,30.000000892258633,30.0,16.6,1.5295862493395062e-06,8.92258645448045e-07
67,163,121569120783,AB-6,30.0,163,60,30.00000073723372,30.0,16.6,1.474467443684756e-06,7.37233721842378e-07
67,163,670749084726,AB-7,30.0,163,60,30.00000073723372,30.0,16.6,1.4744674435972717e-06,7.37233721798636e-07
68,164,825852755105,AB-8,30.0,164,60,30.00000059145245,30.0,16.6,1.4194858875402474e-06,5.914524531417698e-07
68,164,136706589684,AB-9,30.0,164,60,30.00000059145245,30.0,16.6,1.4194858873215363e-06,5.914524530506402e-07
69,165,575093329427,AB-10,30.0,165,60,30.00000045535569,30.0,16.6,1.366067081259637e-06,4.553556937532123e-07
69,165,891321954312,AB-11,30.0,165,60,30.00000045535569,30.0,16.6,1.366067081215895e-06,4.5535569373863165e-07
69,165,209202122117,AB-12,30.0,165,60,30.00000045535569,30.0,16.6,1.366067081259637e-06,4.553556937532123e-07
69,165,185328219550,AB-13,30.0,165,60,30.00000045535569,30.0,16.6,1.366067081215895e-06,4.5535569373863165e-07
70,166,108376890464,AB-14,30.0,166,60,30.00000032885272,30.0,16.6,1.3154108654651912e-06,3.288527163662978e-07
70,166,219697492624,AB-15,30.0,166,60,30.00000032885272,30.0,16.6,1.3154108653339648e-06,3.288527163334912e-07
71,167,978623784707,AB-16,30.0,167,60,30.000000211314877,30.0,16.6,1.2678892555158065e-06,2.1131487591930106e-07
71,167,811683149089,AB-17,30.0,167,60,30.000000211314877,30.0,16.6,1.2678892554283224e-06,2.113148759047204e-07
71,167,171941012732,AB-18,30.0,167,60,30.000000211314877,30.0,16.6,1.2678892554720644e-06,2.1131487591201073e-07
71,167,816224748725,AB-19,30.0,167,60,30.000000211314877,30.0,16.6,1.2678892554720644e-06,2.1131487591201073e-07
72,168,274073747041,AB-20,30.0,168,60,30.000000102001508,30.0,16.6,1.224018106478517e-06,1.0200150887320974e-07
