arrival,departure,session_id,station_id,requested_energy,estimated_departure,battery_capacity,battery_current_charge,battery_init_charge,battery_max_power,battery_current_charging_power,energy_delivered
62,158,543404941790,AB-1,30.0,158,60,39.75285299458557,30.0,16.6,7.3153260446710275,9.75285299458562
64,160,278369385093,AB-2,30.0,160,60,39.39153805478589,30.0,16.6,7.044930292524662,9.39153805478593
64,160,424517590749,AB-3,30.0,160,60,39.39153805478589,30.0,16.6,7.044930292524703,9.39153805478594
66,162,844776132319,AB-4,30.0,162,60,39.05508876948173,30.0,16.6,6.7931955109579425,9.055088769481786
66,162,4718856190,AB-5,30.0,162,60,39.05508876948174,30.0,16.6,6.793195510957802,9.055088769481788
67,163,121569120783,AB-6,30.0,163,60,38.89513340499955,30.0,16.6,6.673533976014476,8.895133404999553
67,163,670749084726,AB-7,30.0,163,60,38.89513340499954,30.0,16.6,6.673533976014465,8.895133404999546
68,164,825852755105,AB-8,30.0,164,60,38.740026888466154,30.0,16.6,6.5575119421786425,8.74002688846617
68,164,136706589684,AB-9,30.0,164,60,38.74002688846611,30.0,16.6,6.557511942178651,8.74002688846612
69,165,575093329427,AB-10,30.0,165,60,38.589589122117964,30.0,16.6,6.444993939168215,8.58958912211798
69,165,891321954312,AB-11,30.0,165,60,38.58958912211794,30.0,16.6,6.4449939391682145,8.589589122117978
69,165,209202122117,AB-12,30.0,165,60,38.589589122117964,30.0,16.6,6.444993939168215,8.58958912211798
69,165,185328219550,AB-13,30.0,165,60,38.58958912211794,30.0,16.6,6.4449939391682145,8.589589122117978
70,166,108376890464,AB-14,30.0,166,60,38.443198459664764,30.0,16.6,6.335515554739068,8.443198459664737
70,166,219697492624,AB-15,30.0,166,60,38.44319845966477,30.0,16.6,6.335515554739073,8.443198459664734
71,167,978623784707,AB-16,30.0,167,60,38.30134730016519,30.0,16.6,6.229443413090272,8.301347300165169
71,167,811683149089,AB-17,30.0,167,60,38.30134730016517,30.0,16.6,6.229443413090341,8.301347300165157
71,167,171941012732,AB-18,30.0,167,60,38.301347300165176,30.0,16.6,6.229443413090301,8.301347300165181
71,167,816224748725,AB-19,30.0,167,60,38.3013473001652,30.0,16.6,6.229443413090297,8.301347300165189
72,168,274073747041,AB-20,30.0,168,60,38.16364241426614,30.0,16.6,6.126484168477455,8.163642414266183
73,169,431704183663,AB-21,30.0,169,60,38.16378666939062,30.0,16.6,6.1267482698979805,8.16378666939059
73,169,940029819622,AB-22,30.0,169,60,38.16378666939064,30.0,16.6,6.126748269897999,8.163786669390607
74,170,817649378776,AB-23,30.0,170,60,38.16393644002581,30.0,16.6,6.127012608140632,8.163936440025829
74,170,336111950120,AB-24,30.0,170,60,38.163936440025815,30.0,16.6,6.127012608140573,8.163936440025822
75,171,175410453742,AB-25,30.0,171,60,38.16409121835255,30.0,16.6,6.127276553837138,8.164091218352564
75,171,372832046289,AB-26,30.0,171,60,38.16409121835259,30.0,16.6,6.127276553837164,8.164091218352583
75,171,5688507352,AB-27,30.0,171,60,38.164091218352574,30.0,16.6,6.127276553837164,8.164091218352574
75,171,252426353444,AB-28,30.0,171,60,38.16409121835256,30.0,16.6,6.127276553837183,8.164091218352562
76,172,795662508473,AB-29,30.0,172,60,38.164252171286776,30.0,16.6,6.127542078183407,8.164252171286767
76,172,15254971246,AB-30,30.0,172,60,38.16425217128674,30.0,16.6,6.127542078183344,8.16425217128671
76,172,598843376928,AB-31,30.0,172,60,38.164252171286776,30.0,16.6,6.127542078183407,8.164252171286767
77,173,603804539042,AB-32,30.0,173,60,38.16441787897262,30.0,16.6,6.1278069825328165,8.1644178789726
77,173,105147685412,AB-33,30.0,173,60,38.164417878972614,30.0,16.6,6.127806982532768,8.164417878972577
77,173,381943444943,AB-34,30.0,173,60,38.16441787897262,30.0,16.6,6.1278069825328165,8.1644178789726
77,173,36476056592,AB-35,30.0,173,60,38.164417878972614,30.0,16.6,6.127806982532768,8.164417878972577
77,173,890411563442,AB-36,30.0,173,60,38.16441787897262,30.0,16.6,6.1278069825328165,8.1644178789726
77,173,980920857012,AB-37,30.0,173,60,38.1644178789726,30.0,16.6,6.127806982532761,8.16441787897259
77,173,59941988818,AB-38,30.0,173,60,38.164417878972614,30.0,16.6,6.127806982532767,8.164417878972582
78,174,890545944728,AB-39,30.0,174,60,38.1645917031051,30.0,16.6,6.128074738500592,8.164591703105113
