arrival,departure,session_id,station_id,requested_energy,estimated_departure,battery_capacity,battery_current_charge,battery_init_charge,battery_max_power,battery_current_charging_power,energy_delivered
62,158,543404941790,AB-1,30.0,158,60,41.581456323933445,30.0,16.6,7.31387444346339,11.581456323933505
64,160,278369385093,AB-2,30.0,160,60,41.15255581254767,30.0,16.6,7.043556171995761,11.15255581254771
64,160,424517590749,AB-3,30.0,160,60,41.152555812547675,30.0,16.6,7.043556171995777,11.15255581254773
66,162,844776132319,AB-4,30.0,162,60,40.75318624512191,30.0,16.6,6.79189895153339,10.753186245121968
66,162,4718856190,AB-5,30.0,162,60,40.75318624512192,30.0,16.6,6.791898951533406,10.753186245121972
67,163,121569120783,AB-6,30.0,163,60,40.56332221688039,30.0,16.6,6.6722762026089715,10.563322216880389
67,163,670749084726,AB-7,30.0,163,60,40.56332221688038,30.0,16.6,6.672276202609014,10.563322216880383
68,164,825852755105,AB-8,30.0,164,60,40.37921692496715,30.0,16.6,6.556292978847549,10.379216924967167
68,164,136706589684,AB-9,30.0,164,60,40.379216924967096,30.0,16.6,6.556292978847494,10.379216924967112
69,165,575093329427,AB-10,30.0,165,60,40.20065640277724,30.0,16.6,6.44381380560439,10.200656402777254
69,165,891321954312,AB-11,30.0,165,60,40.20065640277722,30.0,16.6,6.443813805604478,10.200656402777254
69,165,209202122117,AB-12,30.0,165,60,40.20065640277724,30.0,16.6,6.44381380560439,10.200656402777254
69,165,185328219550,AB-13,30.0,165,60,40.20065640277722,30.0,16.6,6.443813805604478,10.200656402777254
70,166,108376890464,AB-14,30.0,166,60,40.026902915004484,30.0,16.6,6.334374331570833,10.026902915004454
70,166,219697492624,AB-15,30.0,166,60,40.02690291500449,30.0,16.6,6.334374331570898,10.026902915004454
71,167,978623784707,AB-16,30.0,167,60,39.858540499371934,30.0,16.6,6.228341107053475,9.85854049937191
71,167,811683149089,AB-17,30.0,167,60,39.858540499371905,30.0,16.6,6.228341107053501,9.858540499371895
71,167,171941012732,AB-18,30.0,167,60,39.85854049937192,30.0,16.6,6.22834110705345,9.858540499371921
71,167,816224748725,AB-19,30.0,167,60,39.85854049937194,30.0,16.6,6.228341107053471,9.858540499371932
72,168,274073747041,AB-20,30.0,168,60,39.69510259903491,30.0,16.6,6.1254208181276955,9.695102599034952
73,169,431704183663,AB-21,30.0,169,60,39.69531304159102,30.0,16.6,6.125683904464694,9.695313041590996
73,169,940029819622,AB-22,30.0,169,60,39.69531304159104,30.0,16.6,6.125683904464757,9.69531304159102
74,170,817649378776,AB-23,30.0,170,60,39.69552903854027,30.0,16.6,6.125947122548752,9.695529038540299
74,170,336111950120,AB-24,30.0,170,60,39.69552903854028,30.0,16.6,6.125947122548737,9.69552903854029
75,171,175410453742,AB-25,30.0,171,60,39.695749925733864,30.0,16.6,6.126209853199753,9.69574992573387
75,171,372832046289,AB-26,30.0,171,60,39.6957499257339,30.0,16.6,6.126209853199769,9.69574992573389
75,171,5688507352,AB-27,30.0,171,60,39.695749925733885,30.0,16.6,6.126209853199818,9.69574992573389
75,171,252426353444,AB-28,30.0,171,60,39.695749925733864,30.0,16.6,6.126209853199781,9.695749925733866
76,172,795662508473,AB-29,30.0,172,60,39.6959773635018,30.0,16.6,6.126474054615825,9.695977363501791
76,172,15254971246,AB-30,30.0,172,60,39.695977363501754,30.0,16.6,6.126474054615808,9.695977363501722
76,172,598843376928,AB-31,30.0,172,60,39.6959773635018,30.0,16.6,6.126474054615825,9.695977363501791
77,173,603804539042,AB-32,30.0,173,60,39.69620938090214,30.0,16.6,6.1267375364551615,9.696209380902118
77,173,105147685412,AB-33,30.0,173,60,39.69620938090212,30.0,16.6,6.126737536455164,9.696209380902081
77,173,381943444943,AB-34,30.0,173,60,39.69620938090214,30.0,16.6,6.1267375364551615,9.696209380902118
77,173,36476056592,AB-35,30.0,173,60,39.69620938090212,30.0,16.6,6.126737536455164,9.696209380902081
77,173,890411563442,AB-36,30.0,173,60,39.69620938090214,30.0,16.6,6.1267375364551615,9.696209380902118
77,173,980920857012,AB-37,30.0,173,60,39.69620938090211,30.0,16.6,6.126737536455161,9.696209380902102
77,173,59941988818,AB-38,30.0,173,60,39.69620938090212,30.0,16.6,6.126737536455165,9.69620938090209
78,174,890545944728,AB-39,30.0,174,60,39.696450185224606,30.0,16.6,6.127003612498799,9.696450185224617
78,174,576901499400,AB-40,30.0,174,60,39.69645018522462,30.0,16.6,6.127003612498807,9.696450185224638
78,174,742479689097,AB-41,30.0,174,60,39.696450185224606,30.0,16.6,6.127003612498799,9.696450185224617
79,175,630183936475,AB-42,30.0,175,60,39.69669393987504,30.0,16.6,6.127266753410468,9.696693939875038
79,175,581842192398,AB-43,30.0,175,60,39.69669393987502,30.0,16.6,6.127266753410408,9.696693939875018
80,176,20439132026,AB-44,30.0,176,60,39.696938633108786,30.0,16.6,6.127525418180939,9.696938633108779
80,176,210026577672,AB-45,30.0,176,60,39.69693863310882,30.0,16.6,6.127525418180925,9.696938633108802
80,176,544684878178,AB-46,30.0,176,60,39.696938633108786,30.0,16.6,6.127525418180939,9.696938633108779
80,176,769115171105,AB-47,30.0,176,60,39.69693863310882,30.0,16.6,6.127525418180925,9.696938633108802
81,177,250695229138,AB-48,30.0,177,60,39.6971860661055,30.0,16.6,6.1277803201369,9.697186066105523
81,177,285895690406,AB-49,30.0,177,60,39.697186066105495,30.0,16.6,6.12778032013692,9.697186066105523
81,177,852395087841,AB-50,30.0,177,60,39.6971860661055,30.0,16.6,6.1277803201369,9.697186066105523
82,178,975006493606,AB-51,30.0,178,60,39.697434373963226,30.0,16.6,6.128029996634563,9.697434373963228
82,178,884853293491,AB-52,30.0,178,60,39.69743437396317,30.0,16.6,6.128029996634522,9.69743437396317
82,178,359507843936,AB-53,30.0,178,60,39.697434373963226,30.0,16.6,6.128029996634563,9.697434373963228
82,178,598858945875,AB-54,30.0,178,60,39.69743437396317,30.0,16.6,6.128029996634522,9.69743437396317
83,179,354795611657,AB-55,30.0,179,60,39.697684239322136,30.0,16.6,6.128274068721385,9.697684239322133
84,180,340190215370,AB-56,30.0,180,60,39.69793160803518,30.0,16.6,6.128511223224768,9.697931608035192
84,180,178080989505,AB-57,30.0,180,60,39.697931608035155,30.0,16.6,6.128511223224765,9.697931608035171
84,180,237694208624,AB-58,30.0,180,60,39.69793160803518,30.0,16.6,6.128511223224768,9.697931608035192
84,180,44862282460,AB-59,30.0,180,60,39.697931608035155,30.0,16.6,6.128511223224765,9.697931608035171
84,180,505431429635,AB-60,30.0,180,60,39.69793160803518,30.0,16.6,6.128511223224768,9.697931608035192
85,181,376252454297,AB-61,30.0,181,60,39.69818082073937,30.0,16.6,6.12874164568436,9.698180820739369
85,181,592805400975,AB-62,30.0,181,60,39.69818082073939,30.0,16.6,6.128741645684415,9.698180820739381
86,182,629941875587,AB-63,30.0,182,60,39.69842808309797,30.0,16.6,6.128964661565426,9.698428083097975
86,182,142600314446,AB-64,30.0,182,60,39.69842808309795,30.0,16.6,6.1289646615654485,9.698428083097957
86,182,933841299466,AB-65,30.0,182,60,39.69842808309792,30.0,16.6,6.128964661565454,9.69842808309795
86,182,946379880809,AB-66,30.0,182,60,39.69842808309798,30.0,16.6,6.12896466156546,9.698428083097998
87,183,602296657730,AB-67,30.0,183,60,39.69867547616409,30.0,16.6,6.129179720542667,9.698675476164075
87,183,387766280326,AB-68,30.0,183,60,39.69867547616423,30.0,16.6,6.129179720542779,9.69867547616422
87,183,363188004109,AB-69,30.0,183,60,39.69867547616419,30.0,16.6,6.129179720542739,9.698675476164178
87,183,204345276868,AB-70,30.0,183,60,39.698675476164176,30.0,16.6,6.1291797205427505,9.698675476164162
87,183,276765061396,AB-71,30.0,183,60,39.698675476164155,30.0,16.6,6.1291797205427425,9.698675476164148
87,183,246535881203,AB-72,30.0,183,60,39.69867547616418,30.0,16.6,6.129179720542724,9.698675476164157
88,184,173608001740,AB-73,30.0,184,60,39.6989252633847,30.0,16.6,6.129385319392093,9.698925263384691
88,184,966609694487,AB-74,30.0,184,60,39.69892526338469,30.0,16.6,6.129385319392006,9.698925263384691
88,184,957012600352,AB-75,30.0,184,60,39.69892526338471,30.0,16.6,6.129385319392023,9.698925263384718
88,184,597973684328,AB-76,30.0,184,60,39.69892526338475,30.0,16.6,6.129385319392079,9.698925263384753
89,185,731300753059,AB-77,30.0,185,60,39.699174998742116,30.0,16.6,6.129581512504336,9.699174998742087
89,185,340385222837,AB-78,30.0,185,60,39.699174998742144,30.0,16.6,6.129581512504337,9.699174998742134
89,185,92055603377,AB-79,30.0,185,60,39.699174998742095,30.0,16.6,6.1295815125044,9.699174998742096
90,186,463498018937,AB-80,30.0,186,60,39.699423348773685,30.0,16.6,6.129768688090211,9.699423348773683
91,187,508698893238,AB-81,30.0,187,60,39.69966792919043,30.0,16.6,6.129948330794162,9.699667929190419
91,187,88460173002,AB-82,30.0,187,60,39.69966792919041,30.0,16.6,6.129948330794178,9.699667929190406
92,188,528035223318,AB-83,30.0,188,60,39.699909893342074,30.0,16.6,6.130119917265182,9.699909893342074
92,188,992158036510,AB-84,30.0,188,60,39.69990989334204,30.0,16.6,6.130119917265154,9.699909893342054
92,188,395035931758,AB-85,30.0,188,60,39.699909893342074,30.0,16.6,6.130119917265182,9.699909893342074
92,188,335596441718,AB-86,30.0,188,60,39.69990989334204,30.0,16.6,6.130119917265154,9.699909893342054
93,189,805450537329,AB-87,30.0,189,60,39.70015125454375,30.0,16.6,6.130282074134548,9.700151254543758
93,189,754348994582,AB-88,30.0,189,60,39.70015125454374,30.0,16.6,6.130282074134519,9.700151254543755
93,189,313066441588,AB-89,30.0,189,60,39.70015125454375,30.0,16.6,6.130282074134548,9.700151254543758
94,190,634036682962,AB-90,30.0,190,60,39.7003909387842,30.0,16.6,6.1304356180956,9.700390938784217
94,190,540404575300,AB-91,30.0,190,60,39.700390938784246,30.0,16.6,6.13043561809553,9.700390938784254
94,190,296793750880,AB-92,30.0,190,60,39.7003909387842,30.0,16.6,6.1304356180956,9.700390938784217
94,190,110787901182,AB-93,30.0,190,60,39.700390938784246,30.0,16.6,6.13043561809553,9.700390938784254
94,190,312640297875,AB-94,30.0,190,60,39.7003909387842,30.0,16.6,6.1304356180956,9.700390938784217
94,190,456979130049,AB-95,30.0,190,60,39.700390938784246,30.0,16.6,6.13043561809553,9.700390938784254
94,190,658940070226,AB-96,30.0,190,60,39.7003909387842,30.0,16.6,6.1304356180956,9.700390938784217
95,191,254257517817,AB-97,30.0,191,60,39.70063258968606,30.0,16.6,6.130577026891704,9.700632589686059
95,191,641101258700,AB-98,30.0,191,60,39.700632589686066,30.0,16.6,6.130577026891718,9.700632589686062
95,191,200123607218,AB-99,30.0,191,60,39.70063258968606,30.0,16.6,6.130577026891704,9.700632589686059
96,192,657624805528,AB-100,30.0,192,60,39.7006601102608,30.0,16.6,6.130643170201185,9.700660110260808
96,192,778289215449,AB-101,30.0,192,60,39.700660110260834,30.0,16.6,6.130643170201196,9.70066011026083
96,192,779598398610,AB-102,30.0,192,60,39.7006601102608,30.0,16.6,6.130643170201185,9.700660110260808
96,192,610328153209,AB-103,30.0,192,60,39.700660110260834,30.0,16.6,6.130643170201196,9.70066011026083
97,193,309000348524,AB-104,30.0,193,60,39.70070552039548,30.0,16.6,6.130703095853893,9.700705520395474
97,193,697734907512,AB-105,30.0,193,60,39.70070552039551,30.0,16.6,6.130703095853997,9.700705520395497
97,193,859618295729,AB-106,30.0,193,60,39.70070552039548,30.0,16.6,6.130703095853893,9.700705520395474
97,193,625323757756,AB-107,30.0,193,60,39.70070552039551,30.0,16.6,6.130703095853997,9.700705520395497
97,193,982407829609,AB-108,30.0,193,60,39.70070552039548,30.0,16.6,6.130703095853893,9.700705520395474
98,194,976500127015,AB-109,30.0,194,60,39.70077074427756,30.0,16.6,6.130754199635541,9.700770744277554
98,194,166694131198,AB-110,30.0,194,60,39.700770744277584,30.0,16.6,6.130754199635534,9.70077074427758
98,194,23178136478,AB-111,30.0,194,60,39.70077074427756,30.0,16.6,6.130754199635541,9.700770744277554
98,194,160744548507,AB-112,30.0,194,60,39.700770744277584,30.0,16.6,6.130754199635534,9.70077074427758
99,195,923496825259,AB-113,30.0,195,60,39.700850221369485,30.0,16.6,6.130796976291247,9.70085022136949
99,195,953549849879,AB-114,30.0,195,60,39.70085022136949,30.0,16.6,6.130796976291254,9.700850221369503
99,195,210978418718,AB-115,30.0,195,60,39.70085022136949,30.0,16.6,6.130796976291292,9.700850221369503
101,197,360525250814,AB-116,30.0,197,60,39.70102993129206,30.0,16.6,6.130868450526622,9.701029931292064
101,197,549375261627,AB-117,30.0,197,60,39.70102993129208,30.0,16.6,6.130868450526646,9.701029931292073
101,197,271830849176,AB-118,30.0,197,60,39.70102993129206,30.0,16.6,6.130868450526622,9.701029931292064
102,198,460601621074,AB-119,30.0,198,60,39.70112984578278,30.0,16.6,6.130897303207319,9.701129845782784
102,198,696161564823,AB-120,30.0,198,60,39.70112984578279,30.0,16.6,6.1308973032073375,9.701129845782788
102,198,500355896674,AB-121,30.0,198,60,39.70112984578278,30.0,16.6,6.130897303207319,9.701129845782784
102,198,716070990564,AB-122,30.0,198,60,39.70112984578279,30.0,16.6,6.1308973032073375,9.701129845782788
103,199,525955936229,AB-123,30.0,199,60,39.70124237327712,30.0,16.6,6.13091769265094,9.701242373277122
103,199,1399023119,AB-124,30.0,199,60,39.701242373277154,30.0,16.6,6.130917692650983,9.701242373277159
104,200,394700286689,AB-125,30.0,200,60,39.701361383230065,30.0,16.6,6.130933858297365,9.701361383230072
104,200,492166969901,AB-126,30.0,200,60,39.701361383230115,30.0,16.6,6.130933858297454,9.701361383230111
104,200,402880331379,AB-127,30.0,200,60,39.701361383230065,30.0,16.6,6.130933858297365,9.701361383230072
104,200,354298300106,AB-128,30.0,200,60,39.70136138323011,30.0,16.6,6.130933858297452,9.701361383230104
105,201,500614319442,AB-129,30.0,201,60,39.70149306698496,30.0,16.6,6.1309421636948445,9.701493066984957
106,202,445176628831,AB-130,30.0,202,60,39.70162811554933,30.0,16.6,6.130948438926582,9.701628115549328
107,203,90432788196,AB-131,30.0,203,60,39.701766486232486,30.0,16.6,6.130952692208879,9.701766486232493
107,203,273562920027,AB-132,30.0,203,60,39.70176648623246,30.0,16.6,6.130952692208771,9.701766486232469
107,203,943477097742,AB-133,30.0,203,60,39.701766486232486,30.0,16.6,6.130952692208879,9.701766486232493
107,203,26544641333,AB-134,30.0,203,60,39.70176648623246,30.0,16.6,6.130952692208771,9.701766486232469
107,203,39998689640,AB-135,30.0,203,60,39.701766486232486,30.0,16.6,6.130952692208879,9.701766486232493
108,204,283140359719,AB-136,30.0,204,60,39.70172019044362,30.0,16.6,6.130877603833696,9.701720190443615
108,204,582344170216,AB-137,30.0,204,60,39.70172019044365,30.0,16.6,6.130877603833669,9.701720190443643
108,204,990892802924,AB-138,30.0,204,60,39.70172019044362,30.0,16.6,6.130877603833696,9.701720190443615
109,205,992642237402,AB-139,30.0,205,60,39.34840152418319,30.0,16.6,6.234756132574619,9.3484015241832
109,205,993117372481,AB-140,30.0,205,60,39.34840152418324,30.0,16.6,6.234756132574752,9.348401524183247
109,205,110048330966,AB-141,30.0,205,60,39.34840152418319,30.0,16.6,6.234756132574619,9.3484015241832
110,206,664481445963,AB-142,30.0,206,60,38.98259198879571,30.0,16.6,6.3422716615321875,8.982591988795715
110,206,523986834488,AB-143,30.0,206,60,38.982591988795726,30.0,16.6,6.342271661532133,8.982591988795715
111,207,173149909808,AB-144,30.0,207,60,38.60370347013694,30.0,16.6,6.453596307852296,8.603703470136944
111,207,942960244915,AB-145,30.0,207,60,38.60370347013693,30.0,16.6,6.453596307852261,8.603703470136914
111,207,241860085976,AB-146,30.0,207,60,38.60370347013694,30.0,16.6,6.453596307852296,8.603703470136944
111,207,998932268843,AB-147,30.0,207,60,38.60370347013693,30.0,16.6,6.453596307852261,8.603703470136914
112,208,582693815149,AB-148,30.0,208,60,38.21096745588803,30.0,16.6,6.568953653251514,8.210967455888046
112,208,183279000630,AB-149,30.0,208,60,38.21096745588807,30.0,16.6,6.568953653251496,8.210967455888069
113,209,386845421917,AB-150,30.0,209,60,37.80374097275981,30.0,16.6,6.688532240220033,7.803740972759799
113,209,189673528912,AB-151,30.0,209,60,37.80374097275978,30.0,16.6,6.68853224022,7.803740972759785
113,209,410770673025,AB-152,30.0,209,60,37.80374097275981,30.0,16.6,6.688532240220033,7.803740972759799
114,210,594680068901,AB-153,30.0,210,60,37.38120256869321,30.0,16.6,6.8125715602851,7.381202568693203
114,210,716586093128,AB-154,30.0,210,60,37.38120256869323,30.0,16.6,6.8125715602852495,7.381202568693234
114,210,486891482369,AB-155,30.0,210,60,37.38120256869321,30.0,16.6,6.8125715602851,7.381202568693203
114,210,309589817766,AB-156,30.0,210,60,37.38120256869323,30.0,16.6,6.8125715602852495,7.381202568693234
115,211,577441372827,AB-157,30.0,211,60,36.94249078225569,30.0,16.6,6.9413229520710775,6.942490782255689
115,211,441707819568,AB-158,30.0,211,60,36.94249078225569,30.0,16.6,6.941322952071153,6.942490782255695
115,211,359678102600,AB-159,30.0,211,60,36.94249078225569,30.0,16.6,6.9413229520710775,6.942490782255689
116,212,321331932008,AB-160,30.0,212,60,36.486734453822216,30.0,16.6,7.0750410516524775,6.4867344538222165
116,212,208207240196,AB-161,30.0,212,60,36.48673445382225,30.0,16.6,7.075041051652479,6.486734453822258
117,213,451258624061,AB-162,30.0,213,60,36.01297208480408,30.0,16.6,7.214006577078326,6.012972084804094
117,213,491842910264,AB-163,30.0,213,60,36.012972084804076,30.0,16.6,7.214006577078281,6.012972084804067
117,213,899076314793,AB-164,30.0,213,60,36.01297208480408,30.0,16.6,7.214006577078326,6.012972084804094
118,214,729360461029,AB-165,30.0,214,60,35.52012893343015,30.0,16.6,7.358532925747143,5.520128933430155
118,214,770089772919,AB-166,30.0,214,60,35.52012893343013,30.0,16.6,7.358532925747108,5.520128933430135
119,215,375439247561,AB-167,30.0,215,60,35.00706932729231,30.0,16.6,7.508951250801354,5.007069327292313
119,215,343739535235,AB-168,30.0,215,60,35.00706932729231,30.0,16.6,7.5089512508013945,5.007069327292307
119,215,655035205999,AB-169,30.0,215,60,35.00706932729231,30.0,16.6,7.508951250801354,5.007069327292313
119,215,711037993210,AB-170,30.0,215,60,35.00706932729231,30.0,16.6,7.5089512508013945,5.007069327292307
120,216,113537575218,AB-171,30.0,216,60,34.47254476059595,30.0,16.6,7.6656254942597535,4.472544760595947
121,217,133028689373,AB-172,30.0,217,60,33.915209975526054,30.0,16.6,7.82894710111932,3.9152099755260545
121,217,456039057606,AB-173,30.0,217,60,33.91520997552605,30.0,16.6,7.828947101119296,3.915209975526046
122,218,159736230158,AB-174,30.0,218,60,33.33359237821099,30.0,16.6,7.999344614890952,3.3335923782109895
122,218,961641903774,AB-175,30.0,218,60,33.33359237821101,30.0,16.6,7.999344614890979,3.333592378211001
123,219,837615744861,AB-176,30.0,219,60,32.72609066529731,30.0,16.6,8.177283513571595,2.7260906652973134
123,219,520160687037,AB-177,30.0,219,60,32.72609066529732,30.0,16.6,8.177283513571624,2.7260906652973182
123,219,218272257728,AB-178,30.0,219,60,32.72609066529731,30.0,16.6,8.177283513571595,2.7260906652973134
123,219,134918722532,AB-179,30.0,219,60,32.72609066529732,30.0,16.6,8.177283513571624,2.7260906652973182
124,220,979070345483,AB-180,30.0,220,60,32.09099271588158,30.0,16.6,8.363261544658064,2.0909927158815824
124,220,707043495689,AB-181,30.0,220,60,32.09099271588159,30.0,16.6,8.363261544658098,2.0909927158815913
125,221,859975556945,AB-182,30.0,221,60,31.426369653672445,30.0,16.6,8.557837650893791,1.4263696536724448
125,221,387172627828,AB-183,30.0,221,60,31.42636965367245,30.0,16.6,8.557837650893891,1.4263696536724486
126,222,250834019831,AB-184,30.0,222,60,30.730134690969884,30.0,16.6,8.761616291638585,0.730134690969882
126,222,299438018944,AB-185,30.0,222,60,30.730134690969876,30.0,16.6,8.76161629163853,0.7301346909698775
